Seoul,7.1695632699411656,0.5724837779998779
Busan,3.3214040600037764,0.7806031107902527
Daegu,3.5679203759362395,0.8933162689208984
Incheon,6.177324964698103,0.6948261857032776
Gwangju,3.880588316606568,0.6781648993492126
Daejeon,4.128880611690149,0.741296648979187
Ulsan,2.6303931646587726,0.4883440136909485
Sejong,5.776406728652702,0.8263349533081055
Gyeonggi,6.353294971479674,0.6796815395355225
Gangwon,2.811774944518684,0.6042652130126953
Chungbuk,2.730202330333209,0.07873445749282837
Chungnam,2.6570655916995634,0.49263668060302734
Jeonbuk,3.063935391105952,0.43986737728118896
Jeonnam,2.649377616634458,0.5301017165184021
Gyeongbuk,2.3961899754543707,0.35765010118484497
Gyeongnam,2.544438981610708,0.5404637455940247
Jeju,4.19989093457255,-0.19305038452148438
